RI,IFR,ICC,IANC
0,1.8,383.25,21.48
0,1.78,585.89,46.16
0,1.75,812.79,54.27
0,1.65,392.65,22.68
0,1.39,204.97,22.4
0,1.5,261.86,22.31
0,1.74,267.01,23.21
0,1.72,273.19,21.68
0,1.71,318.32,21.3
0,1.72,329.4,21.5
0,1.66,363.95,21.65
0,1.42,437.75,23.63
0,1.45,405.77,23.98
0,1.45,393.94,19.45
0,1.46,423.61,18.36
0,1.4,340.83,21.48
0,1.36,303.89,22.07
0,1.36,262.86,24.39
0,1.35,297.53,24.92
0,1.35,340.83,23.83
0,1.35,319.91,23.58
0,1.35,319.47,21.46
0,1.37,330.04,19.5
0,1.44,284.16,21.68
0,1.44,345.18,22.44
0,1.42,423.85,20.52
0,1.6,408.97,19.93
0,1.78,390.75,18.9
0,1.78,360.51,18.09
0,1.79,361.18,16.82
0,1.8,350.67,18.33
0,1.43,358.65,19.67
0,1.42,400.72,19.71
0,1.43,442.2,19.21
0,1.44,404.03,19.11
0,1.29,328.73,21.42
0,1.3,312.34,21.94
0,1.3,322.6,23.25
0,1.31,294.16,23.55
0,1.43,269.34,20.14
0,1.49,329.52,19.79
0,1.49,405.5,22.38
0,1.48,392.83,22.98
0,1.47,388.35,22.28
0,1.46,399.55,22.12
0,1.57,403.83,18.4
0,1.77,367.97,17.99
0,1.77,359.02,20.22
0,1.75,342.99,20.77
0,1.72,332.17,20.51
0,1.54,393.54,20.55
0,1.34,451.46,18.25
0,1.35,410.38,17.69
0,1.36,392.56,16.67
0,1.38,438.78,16.41
0,1.39,436.38,14.71
0,1.4,406.77,14.31
0,1.29,300.58,17.18
0,1.29,259.41,17.91
0,1.3,220.69,19.78
0,1.3,247.3,20.22
0,1.29,320.78,19.25
0,1.35,382.36,19.3
0,1.43,447.11,20.7
0,1.43,445.52,20.92
0,1.42,444.95,21.1
0,1.42,440.65,21.15
0,1.41,459.63,20.81
0,1.4,456.18,20.73
0,1.39,453.89,20.63
0,1.61,413.75,20.72
0,1.74,395.51,19.67
0,1.73,363.7,19.41
0,1.71,333.5,17.93
0,1.47,360.57,17.49
0,1.21,349,15.33
0,1.16,418.29,15.15
0,1.34,613.02,15.44
0,1.34,518.56,15.12
0,1.35,415.28,13.88
0,1.31,334.83,12.63
0,1.28,325.09,15.23
0,1.31,332.59,15.86
0,1.33,299.07,18.37
0,1.33,283.04,18.95
0,1.14,310.07,20.08
0,1.12,447.28,20.1
0,1.42,609.58,19.25
0,1.41,553.94,19.09
0,1.41,471.25,19.91
0,1.4,433.97,20.1
0,1.4,389.97,19.75
0,1.39,370.81,19.67
0,1.38,351,19.32
0,1.43,323.95,19.15
0,1.14,258.21,15.07
0,0.95,171.35,15.36
0,0.78,144.7,16.03
0,0.78,239.01,15.8
0,0.77,243.4,15.8
0,0.77,137.72,15.8
0,0.77,132.8,14.28
0,0.99,152.19,11.06
0,1.74,343.4,13.59
0,1.76,379.19,14.05
0,1.76,391.27,14.11
0,1.48,431.91,14.1
0,1.37,470.79,15
0,1.36,474.72,15.21
0,1.36,479.37,15
0,1.37,497.63,14.95
0,1.29,382.89,17.02
0,1.26,371.48,17.82
0,1.25,408.07,16.75
0,1.24,397.23,16.51
0,1.24,419.15,15.1
0,1.24,410.99,14.77
0,1.24,396.24,14.04
0,1.24,455.06,13.73
0,1.35,522.96,12.51
0,1.67,443.33,12.35
0,1.69,388.2,12.05
0,1.67,421.58,11.97
0,1.66,394.92,12.52
0,1.67,360.04,12.64
0,1.69,383.61,11.74
0,1.71,335.69,11.54
0,1.7,317.24,11.04
0,1.61,351.47,10.96
0,1.37,413.64,12.37
0,1.38,427.82,12.65
0,1.35,416.22,12.98
0,1.24,294.43,13.28
0,1.26,299.94,12.28
0,1.25,352.34,12.05
0,1.25,409.9,12.08
0,1.24,409.14,12.09
0,1.24,402.19,12.96
0,1.24,398.23,13.16
0,1.23,392.8,14.15
0,1.24,379.83,14.37
0,1.23,364.28,13.99
0,1.35,476.08,13.16
0,1.39,487.03,12.68
0,1.37,449.27,12.56
0,1.35,381.39,10.74
0,1.35,401.43,10.32
0,1.22,311.62,9.82
0,1.21,341.21,9.53
0,1.2,382.26,10.49
0,1.2,356.56,10.71
0,1.21,356.17,10.76
0,1.2,374.15,10.77
0,1.21,376.22,13.42
0,1.2,397.42,14.03
0,1.31,587.21,13.47
0,1.34,507.37,13.54
0,1.35,405.43,13.44
0,1.36,430,13.41
0,1.31,358.24,13.95
0,1.23,349.56,14.16
0,1.22,393.23,15.65
0,1.22,366.67,15.99
0,1.23,365.34,14.89
0,1.22,358.96,14.65
0,1.22,360.92,14.77
0,1.21,421.04,14.57
0,1.34,558.22,13.61
0,1.48,486.6,13.77
0,1.72,386.3,12.87
0,1.75,396.73,12.58
0,1.37,351.46,12.34
0,1.23,363.96,12.22
0,1.25,457.77,12.78
0,1.33,610.95,13.31
0,1.34,552.05,13.18
0,1.34,499.95,13.15
0,1.09,376.67,12.18
0,1.34,414.15,12.02
0,1.35,403.34,12.46
0,1.01,321.98,12.68
0,0.87,265.99,14.28
0,0.87,336.96,14.63
0,1.22,338.85,16.54
0,1.24,388.69,16.9
0,1.24,447.37,17.33
0,1.23,386,17.43
0,1.24,366.41,16.81
0,1.23,356.3,16.67
0,1.24,354.14,15.97
0,1.25,441.11,15.19
0,1.34,478.67,14.01
0,1.35,442.43,13.83
0,1.35,394.02,12.69
0,1.35,432.46,12.41
0,1.38,449.53,12.05
0,1.66,411.38,12.37
0,1.65,388.93,11.47
0,1.64,329.54,11.28
0,1.64,313.91,12.24
0,1.64,350.32,12.47
0,1.57,373.77,14.2
0,1.33,427.81,14.45
0,1.34,436,14.79
0,1.34,398.8,14.86
0,1.34,388.58,14.21
0,1.34,457.85,14.04
0,1.21,396.76,16.25
0,1.19,363.27,16.75
0,1.19,361.3,17.52
0,1.19,386.13,17.69
0,1.19,446.03,17.15
0,1.19,443.18,17.01
0,1.19,443.52,16.56
0,1.2,526.03,15.73
0,1.51,536.98,15.05
0,1.68,511.49,15.36
0,1.69,563.61,14.83
0,1.69,532.21,14.7
0,1.69,414.31,14.69
0,1.71,399.7,14.69
0,1.72,354.68,14.08
0,1.69,329.3,13.94
0,1.69,350.76,13.36
0,1.36,396.02,13.28
0,1.32,394.5,14.82
0,1.32,425.26,15.18
0,1.32,450.8,15.66
0,1.32,447.15,15.77
0,1.33,436.09,15.25
0,1.28,378.18,15.89
0,1.19,350.9,17.55
0,1.19,383.44,17.79
0,1.18,435.33,19.05
0,1.18,435.43,19.35
0,1.18,476.63,18.54
0,1.18,432.92,18.36
0,1.18,399.1,17.39
0,1.3,580.94,15.9
0,1.32,632.39,15.24
0,1.32,538.07,15.15
0,1.5,365.32,14.26
0,1.65,386.34,14.21
0,1.64,410.58,13.9
0,1.64,409.96,13.82
0,1.64,392.14,13.85
0,1.66,356.8,13.86
0,1.67,354.57,14.52
0,1.68,379.03,14.68
0,1.4,393.54,16.59
0,1.34,423.34,16.95
0,1.34,450.18,17.08
0,1.35,420.72,17.1
0,1.35,412.49,16.76
0,1.33,410.41,17.05
0,1.21,361.3,16.59
0,1.21,375.2,16.35
0,1.2,411.24,19.13
0,1.19,388.53,19.77
0,1.19,404.55,19.6
0,1.19,411.53,19.57
0,1.18,423.1,18.61
0,1.29,569.1,17.38
0,1.32,682.36,16.07
0,1.34,552.93,15.96
0,1.66,325.07,14.94
0,1.64,345.44,14.54
0,1.38,309.8,15
0,1.22,307.98,14.93
0,1.24,356.57,15.25
0,1.26,270.26,15.32
0,1.25,270.3,16.57
0,1.23,409.19,16.89
0,1.33,545.01,18.66
0,1.33,453.94,19.05
0,1.35,437.24,19.57
0,1.36,407.82,19.68
0,1.39,396.88,19.45
0,1.29,341.96,20.09
0,1.27,342.82,19.48
0,1.26,384.81,19.3
0,1.25,391.65,22.32
0,1.25,397.02,22.98
0,0.76,167.9,23.33
0,0.76,154.87,22.99
0,0.76,154.5,21.97
0,0.48,144.58,21.74
0,0.76,211.45,12.84
0,1.43,444.94,16.24
0,1.45,278.19,15.32
0,1.64,405.26,19.2
0,1.64,410.59,18.54
0,1.64,369.92,18.39
0,1.64,364.44,16.99
0,1.64,343.24,16.68
0,1.54,354.61,17.1
0,1.31,378.03,17.59
0,1.33,373.96,19.43
0,1.37,378.3,19.83
0,1.4,377.66,20.74
0,1.4,354.94,20.94
0,1.35,313.26,19.91
0,1.31,309.63,19.61
0,1.31,310.82,21.28
0,1.3,268.56,21.65
0,1.3,265,23.56
0,1.29,320.9,23.98
0,1.28,330.56,23.44
0,1.27,426.2,22.95
0,1.36,529.2,21.69
0,1.35,420.43,21.53
0,1.56,368.1,20.65
0,1.67,318.62,20.47
0,1.66,314.15,19.49
0,1.64,354.38,19.27
0,1.63,358.96,19.39
0,1.63,362.49,19.42
0,1.63,364.1,18.3
0,1.64,369.16,18.05
0,1.64,371.23,17.81
0,1.45,332.97,17.54
0,1.19,284.79,19.43
0,1.18,273.88,19.94
0,1.19,267.31,20.83
0,1.36,463.57,20.2
0,1.38,512.43,20.53
0,1.41,461.79,20.71
0,1.2,358.84,21.99
0,1.2,396.67,22.18
0,1.19,403.06,23.18
0,1.18,373.73,23.4
0,1.18,374.18,22.76
0,1.18,397.44,22.62
0,1.18,400.77,21.54
0,1.28,518.53,20.83
0,1.32,578.68,19.97
0,1.32,434.34,19.83
0,1.61,362.5,17.98
0,1.64,445.09,17.57
0,1.63,453.68,18.03
0,1.63,461.87,18.13
0,1.65,457.48,17.73
0,1.66,389.98,17.65
0,1.67,390.14,17.32
0,1.49,396,17.14
0,1.25,359.84,19.07
0,1.29,429.03,19.68
0,1.35,536.16,20.53
0,1.35,493.89,20.65
0,1.35,488.35,20.6
0,1.31,479.44,20.68
0,1.26,405.93,21.77
0,1.26,432.99,21.97
0,1.25,439.34,24.5
0,1.25,432.51,25.04
0,1.24,432.71,23.7
0,1.24,446.88,23.43
0,1.24,449.95,22.29
0,1.24,606.59,21.75
0,1.32,698.53,20.98
0,1.32,465.35,20.86
0,1.37,429.27,18.97
0,1.38,495.73,18.55
0,1.29,411.91,17.95
0,1.26,386.23,17.91
0,1.26,394.26,17.54
0,1.27,405.69,17.48
0,1.29,404.37,18.13
0,1.31,409.6,18.27
0,1.31,480.33,21.68
0,1.43,532.55,22.55
0,1.45,533.34,21.13
0,1.45,455.51,20.78
0,1.4,440.16,20.55
0,1.33,399.89,21.41
0,1.32,401.63,23.7
0,1.32,397.13,24.18
0,1.31,399.5,25.83
0,1.29,416.73,26.21
0,1.28,423.93,25.28
0,1.28,426.75,25.06
0,1.28,426.43,23.1
0,1.34,561.3,21.95
0,1.41,597.03,20.42
0,1.41,580.08,20.13
0.1,1.51,352.12,18.47
0,1.71,345.78,18.76
0,1.55,507.58,19.15
0,1.25,530.72,19.38
0,1.25,531.59,18.21
0,1.26,389.51,17.91
0,1.27,340.59,17.64
0,1.29,350.43,17.57
0,1.34,326.89,20.98
0,1.44,325.11,21.9
0,1.45,341.41,20.66
0,1.45,349.18,20.35
0,1.45,337.42,22.12
0,1.32,316.2,22.93
0,1.32,363.39,24.92
0,1.32,334.9,25.42
0,1.3,340.44,26.57
0,1.29,335.32,26.87
0,1.28,354.94,26.68
0,1.27,373.42,26.62
0,1.26,370.02,24.49
0,1.33,406.93,24.06
0,1.62,422.93,22.18
0,1.7,391.36,21.69
0,1.69,315.6,20.44
0,1.69,318.12,20.12
0,1.68,341.39,20.81
0,1.69,317.74,20.99
0,1.53,378.78,19.5
0,1.19,353.22,18.61
0,1.2,379.92,19.64
0,1.2,418.68,19.9
0,1.2,348.06,22.35
0,1.36,317.18,23.24
0,1.38,434.24,24.27
0,1.37,461.75,24.34
0,1.38,459.75,24.55
0,1.39,475.04,24.63
0,1.27,418.39,26.48
0,1.26,383.94,26.91
0,1.26,409.31,26.31
0,1.25,413.42,26.15
0,1.26,459.13,25.31
0,1.25,475.05,25.09
0,1.25,469.44,23.98
0,1.34,589.7,23.72
0,1.39,694.63,22.23
0,1.39,715.2,21.85
0,1.43,637.05,20.66
0,1.55,527.1,20.51
0,1.23,432.68,20.68
0,1.23,432.57,20.67
0,1.23,485.32,19.57
0,1.25,471.5,19.26
0,1.27,432.82,19.25
0,1.27,432.87,19.24
0,1.28,373.64,21.8
0,1.29,367.4,22.49
0,1.38,462.06,23.74
0,1.45,488.78,24.11
0,1.45,521.8,24.14
0,1.45,544.8,24.08
0,1.28,423.54,24.29
0,1.28,412.59,24.51
0,1.27,487.74,25.9
0,1.26,489.45,26.27
0,1.25,487.37,25.62
0,1.25,486.4,25.44
0,1.25,485.72,24.35
0,1.36,649.61,24.32
0,1.4,665.66,22.61
0,1.4,644.75,22.15
0,1.4,643.33,20.66
0,1.25,491.5,20.24
0,1.24,503.06,19.56
0,1.24,545.13,19.38
0,1.24,547.25,18.27
0,1.26,498.38,17.98
0,1.27,496.11,18.85
0,1.3,517.66,19.09
0,1.3,411.87,22.11
0,1.32,434.33,23.95
0,1.42,618.98,24.2
0,1.43,676.56,24.08
0,1.44,617.83,23.36
0,1.37,460.16,23.72
0,1.31,437.9,24.35
0,1.3,478.56,24.47
0,1.28,517.07,26.35
0,1.27,638.71,26.85
0,1.27,640.62,26.15
0,1.27,525.24,25.97
0,1.26,522.48,24.29
0,1.32,679.42,23.8
0,1.4,667.48,22.56
0,1.38,646.7,22.24
0,1.35,696.68,20.2
0,1.34,730.65,19.67
0,1.24,532.09,16.4
0,1.25,490.78,15.7
0,1.26,451.35,16.69
0,1.27,474.63,16.95
0,1.25,514.21,19.9
0,1.25,548.03,20.67
0,1.26,532.89,22.72
0,1.27,492.83,23.26
0,1.32,669.82,25.01
2,1.38,736.41,25.47
0.6,1.41,706.81,26.07
0,1.42,594.52,26.21
0,1.3,454.6,26.7
0,1.29,461.56,26.84
0,1.28,520.28,24.53
0,1.26,531.81,23.97
0,1.26,531.92,24.31
0,1.25,515.14,24.38
0,1.24,512.77,23.48
0,1.25,645.37,23.09
0,1.56,693.26,21.37
0,1.71,681.36,20.87
0,1.71,661.4,21.74
0,1.7,674.15,21.97
0,1.7,693.26,22.22
0,1.7,616.77,22.28
0,1.3,498.7,19.8
0,1.2,467.08,19.01
0,1.22,472.27,19.81
0,1.49,551.28,20.4
0,1.79,493.28,22.48
0,1.77,455.17,22.95
0,1.41,570.24,25.06
0,1.42,583.93,25.53
0,1.42,599.2,24.41
0,1.41,527.31,23.7
0,1.31,405.08,24.36
0,1.3,433.17,24.67
0,1.29,497.27,26.67
0,1.28,510.11,27.21
0,1.27,509.82,25.74
0,1.27,501.22,25.36
0,1.27,501.05,24.79
0,1.34,659.16,25.21
0,1.36,747.64,24.22
0,1.55,658.06,23.63
0,1.7,330.93,21.33
0,1.48,231.4,20.57
0,1.2,417.26,20
0,1.2,504.23,19.95
0,1.2,505.69,17.7
0,1.2,467.18,17.1
0,1.22,468.79,18.3
0,1.25,484.76,18.61
0,1.28,375.88,20.69
0,1.28,355.51,21.26
0,1.32,594.68,22.81
0,1.4,749.13,23.29
0,1.4,693.47,22.93
0,1.44,643.57,22.85
0,1.35,452.62,23.86
0,1.34,447.88,24.11
0,1.33,487.09,25.2
0,1.31,507.46,25.48
0,1.3,507.75,24.73
0,1.29,507.77,24.53
0,1.28,507.69,24.05
0,1.34,648.76,23.77
0,1.34,742.4,22.54
0,1.34,742.72,22.26
0,1.33,651.91,20.58
0,1.59,432,19.41
0,1.19,38.93,1.11
0,1.2,0.51,57.58
0,1.22,0.96,98.49
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0,1.32,434.35,29.42
0.1,1.32,434.35,29.42
0,1.25,654.85,25.08
0,1.33,726.31,24.83
0,1.34,600.82,24.66
0,1.49,532.12,22.2
0,1.68,506.58,21.55
0,1.67,538.41,20.62
0,1.27,432.95,20.16
0,1.21,380.65,20.96
0,1.21,416.82,21.14
0,1.54,520.43,20.69
0,1.68,606.05,20.49
0,1.68,635.6,21.27
0,1.47,567.92,21.75
0,1.37,585.09,23.92
0,1.4,630.1,24.42
0,1.41,618.05,24.41
0,1.48,585.34,24.33
0,1.44,565.11,22.58
0,1.44,565.11,22.58
0,1.44,565.11,22.58
0,1.44,565.11,22.58
0,1.44,565.11,22.58
0,1.44,565.11,22.58
0,1.44,565.11,22.58
0,1.27,459.33,25.43
0,1.26,492.21,25.86
0,1.25,475.93,27.38
0,1.24,482.26,27.76
0,1.23,482.2,27.09
0,1.23,482.75,26.89
0,1.22,482.02,26.35
0,1.32,672.58,26.9
0,1.54,665.46,27.24
0,1.69,641.94,29.56
0,1.69,610.25,50.65
0,1.68,550.09,44.22
0,1.68,511.29,24.17
0,1.68,389.47,23.78
0,1.43,260.22,20.67
0,1.22,259.1,19.36
0,1.23,266.89,20
0,1.25,331.78,20.16
0,1.25,339.62,22.29
0,1.48,391.95,23.03
0,1.35,479.55,23.66
0,1.36,691.95,23.75
0,1.36,682.82,24.91
0,1.31,536.13,24.22
0,1.25,520.25,25.39
0,1.24,512.19,25.76
0,1.23,496.41,27.35
0,1.22,485.87,27.75
0,1.22,420.55,26.82
0,1.22,152.38,26.58
0,1.22,139.57,25.78
0,1.42,137.39,25.82
0,1.33,134.99,26.61
0,1.63,131.95,26.13
0,1.71,215.59,22.97
0,1.69,617.98,22.23
0,1.67,631.24,21.18
0,1.23,461.43,20.38
0,1.23,436.21,19.64
0,1.23,435.59,19.45
0,1.22,451.22,18.53
0,1.22,467.3,18.31
0,1.22,491.34,23.17
0,1.22,518.8,24.41
0,1.3,695.54,26.47
0,1.37,717.63,26.95
0,1.38,706.95,26.94
0,1.38,584.83,27.02
0,1.22,439.7,29.37
0,1.22,443.05,29.9
0,1.21,442.25,29.61
0,1.21,470.82,29.54
0,1.21,464.12,28.96
0,1.21,456.72,28.81
0,1.2,453.46,27
0,1.3,622.4,26.62
0,1.35,739.12,23.08
0,1.35,763.13,22.15
0,1.32,714.74,25.56
0,1.19,482.8,26.8
0,1.2,491.53,24.87
0,1.21,545.67,24.38
0,1.22,505.76,23.46
0,1.21,458.83,23.23
0,1.2,459.9,23.09
0,1.2,461.07,23.05
0,1.2,478.14,24.9
0,1.21,503.46,25.38
0,1.36,721.88,27.37
0,1.37,711.04,27.64
0,1.38,712.57,24.91
0,1.26,481.65,22.66
0,1.21,490.61,24.89
0,1.21,525.52,25.5
0,1.2,509.81,28.28
0,1.2,494.98,28.98
0,1.2,487.9,28.83
0,1.2,479.06,28.77
0,1.2,475.14,27.99
0,1.24,599.55,28.14
0,1.36,721.6,23.71
0,1.36,723.56,22.56
0,1.36,742.24,25.14
0,1.21,579.8,25.52
0,1.18,536.86,24.98
0,1.19,519.61,24.86
0,1.22,482.09,24.38
0,1.23,439.98,24.22
0,1.24,442.6,21.46
0,1.27,446.28,20.76
0,1.3,469.28,21.94
0,1.28,501.75,22.32
0,1.46,729.01,25.96
0,1.47,721,26.39
0,1.47,727.5,25.98
0,1.48,684.01,25.73
0,1.31,550.19,26.36
0,1.3,623.83,26.67
0,1.29,572.14,28.31
0,1.27,511.07,28.73
0,1.25,494.24,28.36
0,1.24,477.08,28.26
0,1.22,468.9,27.65
0,1.27,690.01,28.33
0,1.34,744.18,23.53
0,1.54,552.7,22.77
0,1.62,472.21,25.71
0,1.2,466,26.19
0,1.19,528.04,25.04
0,1.21,525.17,24.75
0,1.23,502.53,22.64
0,1.7,620.58,22.81
0,1.69,638.38,22.22
0,1.53,622.43,21.83
0,1.21,526.59,24.45
0,1.21,535.86,25.28
0,1.22,511.34,23.37
0,1.23,485.65,22.91
0,1.23,495.99,23.39
0,1.24,506.86,23.5
0,1.23,522.57,26.1
0,1.23,538.83,26.75
0,1.22,517.77,27.82
0,1.22,494.04,28.08
0,1.21,483.98,25.4
0,1.22,474.87,24.73
0,1.59,596.41,23.73
0,1.47,678.8,23.22
0,1.34,730.71,22.71
0,1.28,609.28,22.77
0,1.21,431.99,22.24
0,1.2,328.35,22.06
0,1.19,299.42,20.76
0,1.19,429.7,20.42
0,1.21,447.19,18.38
0,1.21,455.42,17.86
0,1.21,463.98,19.62
0,1.22,473.37,20.07
0,1.23,462.19,21.15
0,1.24,449.73,21.42
0,1.22,495.12,22.14
0,1.37,745.71,22.91
0,1.36,743.27,24.05
0,1.25,517.15,25.69
0,1.27,513.35,26.84
0,1.27,502.72,27.11
0,1.26,493.36,27.42
0,1.25,483.67,27.49
0,1.25,481.43,27.35
0,1.24,477.92,27.31
0,1.23,484.86,26.2
0,1.33,604.75,25.75
0,1.35,724.85,24.98
0,1.26,481.87,23.93
0,1.27,858.36,22.07
0,1.24,976.15,83.17
0,1.22,86.15,29.55
0,1.22,282.91,62.82
0,1.23,978.65,20.7
0,1.26,498.94,20.69
0,1.3,177.82,20.96
0,1.29,177.42,21.03
0,1.27,177.11,22.14
0,1.24,207.5,22.43
0,1.24,265.37,24.49
0,1.3,403.51,24.59
0,1.39,748.36,24.15
0,1.33,546.69,25.37
0,1.28,513.74,26.65
0,1.28,516.9,26.92
0,1.27,509.62,26.69
0,1.25,504.46,26.63
0,1.24,492.65,25.82
0,1.24,486.7,25.62
0,1.23,478.65,24.63
0,1.28,556.83,24.17
0,1.38,728.3,23.1
0,1.31,536.28,22.81
0,1.21,292.86,21.24
0,1.19,367.38,24.13
0,1.18,470.22,21.43
0,1.2,463.16,20.75
0,1.25,512.87,20.36
0,1.4,736.73,21.59
0,1.3,579.06,21.49
0,1.2,475.83,21.26
0,1.2,475.19,23.08
0,1.2,474.95,23.55
0,1.21,483.12,24.3
0,1.2,490.79,24.51
0,1.35,744.75,24.76
0,1.39,713.75,24.66
0,1.23,511.5,27.01
0,1.23,509.81,27.42
0,1.22,493.12,27.48
0,1.22,483.34,27.5
0,1.22,481.66,26.33
0,1.22,480.6,26.03
0,1.22,477.88,25.47
0,1.28,681.61,25.22
0,1.33,699.74,23.91
0,1.03,356.56,23.6
0,0.99,350.13,22.31
0,1.23,487.17,21.67
0,1.24,466.1,21.55
0,1.27,445.43,21.52
0,1.34,430.5,20.34
0,1.5,466.98,20.37
0,1.3,309.96,19.39
0,1.3,278.64,19.24
0,1.29,232.17,22.11
0,1.3,278.49,22.83
1,1.31,337.09,24.57
0.1,1.32,405.4,25.01
0,1.32,515.88,25.6
0.1,1.32,418.13,25.73
0,1.32,308.08,26.37
0,1.32,364.05,26.53
0,1.31,387.19,28.03
0,1.3,413.51,28.41
0,1.3,472.37,27.62
0,1.29,435.03,27.42
0,1.28,372.33,26.91
0,1.4,522.79,27.33
0,1.45,727.28,22.77
0,1.37,512.08,21.41
0,1.23,490.82,21.84
0,1.22,545.1,21.95
0,1.23,576.97,21.4
0,1.23,573.35,21.25
0,1.23,520.7,19.43
0,1.26,438.7,18.97
0,1.27,360.09,18.85
0,1.27,307.58,18.84
0,1.28,221.7,20.59
0,1.27,238.53,21
0,1.29,268.44,23.06
0,1.44,451.65,24.26
0,1.39,543.01,26.08
0,1.28,444.71,26.28
0,1.28,417.81,24.63
0,1.28,411.17,24.23
0,1.27,401.77,24.91
0,1.26,445.97,25.08
0,1.25,468.11,26.42
0,1.23,472.74,26.73
0,1.23,505.24,26.21
0,1.35,635.91,26.61
0,1.38,754.87,25.52
0,1.3,555.96,24.42
0,1.25,378.18,21.7
0,1.23,385.22,21.16
0,1.23,407.24,20.56
0,1.27,438.51,20.53
0,1.4,725.01,21.26
0,1.43,601.18,20.91
0,1.32,333.87,19.68
0,1.31,279.86,19.63
0,1.31,235.81,21.92
0,1.31,254.14,22.5
0,1.31,283.77,24.25
0,1.31,319.7,24.65
0,1.45,387.12,26.81
0,1.36,402.04,27.11
0,1.32,419.86,28.35
0,1.31,420.52,28.71
0,1.31,393.97,28.75
0,1.3,405.52,28.77
0,1.29,426.73,27.64
0,1.28,455.25,27.36
0,1.26,503.48,24.92
0,1.32,713.57,23.76
0,1.38,748.05,26.58
0,1.36,614.37,26.43
0,1.21,430.21,22.97
0,1.2,476.43,22.57
0,1.22,515.49,23.4
0,1.27,487.19,23.69
0,1.48,364.97,23.13
0,1.38,304.26,22
0,1.35,350.71,21.18
0,1.35,315.88,20.98
0,1.35,237.94,22.19
0,1.35,236.19,22.5
0,1.36,228.04,24.87
0,1.35,286.79,25.47
0,1.34,409.48,24.82
0,1.34,417.7,24.66
0,1.35,418.52,23.99
0,1.35,384.14,23.83
0,1.34,294.43,26.71
0,1.33,325.1,27.42
0,1.33,388.29,28.36
0,1.33,388.66,28.57
0,1.32,385.95,26.46
0,1.43,558.05,26.4
0,1.46,693.81,26.21
0,1.44,661.71,26.11
0,1.43,611.55,24.03
0,0.98,425.48,23.55
0,1.06,279.54,21.71
0,1.29,243.69,21.45
0,1.3,374.11,19.72
0,1.33,441.44,19.28
0,1.35,462.93,20.44
0,1.35,372.43,20.72
0,1.35,239.67,22.89
0,1.36,239.49,23.48
0,1.5,211.45,24.11
0,1.5,343.96,24.25
0,1.5,546.5,23.91
0,1.51,516.65,23.78
0,1.37,415.68,26.21
0,1.37,361.58,26.86
0,1.36,248.03,27.46
0,1.36,230.13,27.62
0,1.35,201.44,27.63
0,1.34,205.37,27.63
0,1.34,213.86,26.96
0,1.53,259.27,27.48
0,1.49,312.3,22.91
0,1.48,314.34,21.75
0,1.71,343.21,23.3
0,1.49,370.64,22.91
0,1.3,358.67,22.37
0,1.33,425.63,22.35
0,1.73,440.82,21.59
0,1.85,224.88,21.37
0,1.71,241.55,20.23
0,1.47,319.5,20.46
0,1.47,390.54,20.17
0,1.48,495.42,20.1
0,1.41,368.28,20.46
0,1.41,321.68,20.66
0,1.42,363.2,22.82
0,1.42,380.31,23.36
0,1.41,373.14,25.82
0,1.4,385.99,26.44
0,1.4,379.89,27.46
0,1.39,379.35,27.71
0,1.38,411.4,27.37
0,1.38,503.56,27.24
0,1.43,701.98,26.23
0,1.43,699.81,26.05
0,1.52,624.99,25.88
0,1.77,487.56,25.61
0,1.29,387.23,23.87
0,1.27,391.9,23.56
0,1.24,423.91,23.59
0,1.45,708.8,24.57
0,1.49,626.79,22.51
0,1.51,477.49,22.01
0,1.69,387.85,21.15
0,1.34,317.17,21.02
0,1.34,323.2,21.67
0,1.34,309.52,21.84
0,1.34,297.87,23.29
0,1.48,314.94,22.3
0,1.51,410.59,23.98
0,1.53,586.57,24.39
0,1.47,518.37,25.59
0,1.37,393.56,26.37
0,1.36,328.19,26.07
0,1.19,221.86,25.34
0,1.04,495.42,23.23
0,1.05,955.66,23.39
0,1.07,866.11,23.69
0,1.01,455.8,24.14
0,1,485.21,24.5
0,1,552.97,24.58
0,1.15,476.61,23.39
0,1.9,291.43,22.35
0,1.9,336.83,23.02
0,1.88,397.82,23.17
0,1.4,306.83,21.36
0,1.4,287.4,21.04
0,1.4,272.37,18.03
0,1.41,216.37,17.3
0,1.43,226.78,22.1
0,1.5,221.7,23.37
0,1.41,228.51,24.18
0,1.47,287.36,24.39
0,1.52,396.5,23.68
0,1.52,592.49,23.52
0,1.47,453.32,23.61
0,1.42,421.08,23.75
0,1.41,377.34,26.37
0,1.41,275.64,27
0,1.4,252.65,27.57
0,1.4,225.81,27.71
0,1.39,213.27,27.04
0,1.44,226.81,28.24
0,1.49,354.16,28.94
0,1.49,582.4,29.05
0,1.48,626.88,27.08
0,1.35,491.64,24.87
0,1.36,482.89,24.39
0,1.39,503.59,24.34
0,1.4,425.85,22.89
0,1.41,293.4,22.53
0,1.4,284.5,20.63
0,1.42,241.27,20.74
0,1.51,348.66,22.44
0,1.51,455.11,22.96
0,1.48,432.74,24.99
0,1.55,336.1,25.39
0,1.56,409.85,25.69
0,1.56,547.47,25.77
0,1.56,559.03,26.32
0,1.47,424.48,26.8
